Index              V(1)           V(2)           V(3)           V(4)
654     4.20000000e+00   1.20000000e+00   4.34400000e+01   2.17200000e+01   
655     4.30000000e+00   1.20000000e+00   4.44400000e+01   2.22200000e+01   
656     4.40000000e+00   1.20000000e+00   4.54400000e+01   2.27200000e+01   
657     4.50000000e+00   1.20000000e+00   4.64400000e+01   2.32200000e+01   
658     4.60000000e+00   1.20000000e+00   4.74400000e+01   2.37200000e+01   
659     4.70000000e+00   1.20000000e+00   4.84400000e+01   2.42200000e+01   
660     4.80000000e+00   1.20000000e+00   4.94400000e+01   2.47200000e+01   
661     4.90000000e+00   1.20000000e+00   5.04400000e+01   2.52200000e+01   
662     5.00000000e+00   1.20000000e+00   5.14400000e+01   2.57200000e+01   
663     0.00000000e+00   1.30000000e+00   1.69000000e+00   8.45000000e-01   
664     1.00000000e-01   1.30000000e+00   2.69000000e+00   1.34500000e+00   
665     2.00000000e-01   1.30000000e+00   3.69000000e+00   1.84500000e+00   
666     3.00000000e-01   1.30000000e+00   4.69000000e+00   2.34500000e+00   
667     4.00000000e-01   1.30000000e+00   5.69000000e+00   2.84500000e+00   
668     5.00000000e-01   1.30000000e+00   6.69000000e+00   3.34500000e+00   
669     6.00000000e-01   1.30000000e+00   7.69000000e+00   3.84500000e+00   
670     7.00000000e-01   1.30000000e+00   8.69000000e+00   4.34500000e+00   
671     8.00000000e-01   1.30000000e+00   9.69000000e+00   4.84500000e+00   
672     9.00000000e-01   1.30000000e+00   1.06900000e+01   5.34500000e+00   
673     1.00000000e+00   1.30000000e+00   1.16900000e+01   5.84500000e+00   
674     1.10000000e+00   1.30000000e+00   1.26900000e+01   6.34500000e+00   
675     1.20000000e+00   1.30000000e+00   1.36900000e+01   6.84500000e+00   
676     1.30000000e+00   1.30000000e+00   1.46900000e+01   7.34500000e+00   
677     1.40000000e+00   1.30000000e+00   1.56900000e+01   7.84500000e+00   
678     1.50000000e+00   1.30000000e+00   1.66900000e+01   8.34500000e+00   
679     1.60000000e+00   1.30000000e+00   1.76900000e+01   8.84500000e+00   
680     1.70000000e+00   1.30000000e+00   1.86900000e+01   9.34500000e+00   
681     1.80000000e+00   1.30000000e+00   1.96900000e+01   9.84500000e+00   
682     1.90000000e+00   1.30000000e+00   2.06900000e+01   1.03450000e+01   
683     2.00000000e+00   1.30000000e+00   2.16900000e+01   1.08450000e+01   
684     2.10000000e+00   1.30000000e+00   2.26900000e+01   1.13450000e+01   
685     2.20000000e+00   1.30000000e+00   2.36900000e+01   1.18450000e+01   
686     2.30000000e+00   1.30000000e+00   2.46900000e+01   1.23450000e+01   
687     2.40000000e+00   1.30000000e+00   2.56900000e+01   1.28450000e+01   
688     2.50000000e+00   1.30000000e+00   2.66900000e+01   1.33450000e+01   
689     2.60000000e+00   1.30000000e+00   2.76900000e+01   1.38450000e+01   
690     2.70000000e+00   1.30000000e+00   2.86900000e+01   1.43450000e+01   
691     2.80000000e+00   1.30000000e+00   2.96900000e+01   1.48450000e+01   
692     2.90000000e+00   1.30000000e+00   3.06900000e+01   1.53450000e+01   
693     3.00000000e+00   1.30000000e+00   3.16900000e+01   1.58450000e+01   
694     3.10000000e+00   1.30000000e+00   3.26900000e+01   1.63450000e+01   
695     3.20000000e+00   1.30000000e+00   3.36900000e+01   1.68450000e+01   
696     3.30000000e+00   1.30000000e+00   3.46900000e+01   1.73450000e+01   
697     3.40000000e+00   1.30000000e+00   3.56900000e+01   1.78450000e+01   
698     3.50000000e+00   1.30000000e+00   3.66900000e+01   1.83450000e+01   
699     3.60000000e+00   1.30000000e+00   3.76900000e+01   1.88450000e+01   
700     3.70000000e+00   1.30000000e+00   3.86900000e+01   1.93450000e+01   
701     3.80000000e+00   1.30000000e+00   3.96900000e+01   1.98450000e+01   
702     3.90000000e+00   1.30000000e+00   4.06900000e+01   2.03450000e+01   
703     4.00000000e+00   1.30000000e+00   4.16900000e+01   2.08450000e+01   
704     4.10000000e+00   1.30000000e+00   4.26900000e+01   2.13450000e+01   
705     4.20000000e+00   1.30000000e+00   4.36900000e+01   2.18450000e+01   
706     4.30000000e+00   1.30000000e+00   4.46900000e+01   2.23450000e+01   
707     4.40000000e+00   1.30000000e+00   4.56900000e+01   2.28450000e+01   
708     4.50000000e+00   1.30000000e+00   4.66900000e+01   2.33450000e+01   
709     4.60000000e+00   1.30000000e+00   4.76900000e+01   2.38450000e+01   
710     4.70000000e+00   1.30000000e+00   4.86900000e+01   2.43450000e+01   
711     4.80000000e+00   1.30000000e+00   4.96900000e+01   2.48450000e+01   
712     4.90000000e+00   1.30000000e+00   5.06900000e+01   2.53450000e+01   
713     5.00000000e+00   1.30000000e+00   5.16900000e+01   2.58450000e+01   
714     0.00000000e+00   1.40000000e+00   1.96000000e+00   9.80000000e-01   
715     1.00000000e-01   1.40000000e+00   2.96000000e+00   1.48000000e+00   
716     2.00000000e-01   1.40000000e+00   3.96000000e+00   1.98000000e+00   
717     3.00000000e-01   1.40000000e+00   4.96000000e+00   2.48000000e+00   
718     4.00000000e-01   1.40000000e+00   5.96000000e+00   2.98000000e+00   
719     5.00000000e-01   1.40000000e+00   6.96000000e+00   3.48000000e+00   
720     6.00000000e-01   1.40000000e+00   7.96000000e+00   3.98000000e+00   
721     7.00000000e-01   1.40000000e+00   8.96000000e+00   4.48000000e+00   
722     8.00000000e-01   1.40000000e+00   9.96000000e+00   4.98000000e+00   
723     9.00000000e-01   1.40000000e+00   1.09600000e+01   5.48000000e+00   
724     1.00000000e+00   1.40000000e+00   1.19600000e+01   5.98000000e+00   
725     1.10000000e+00   1.40000000e+00   1.29600000e+01   6.48000000e+00   
726     1.20000000e+00   1.40000000e+00   1.39600000e+01   6.98000000e+00   
727     1.30000000e+00   1.40000000e+00   1.49600000e+01   7.48000000e+00   
728     1.40000000e+00   1.40000000e+00   1.59600000e+01   7.98000000e+00   
729     1.50000000e+00   1.40000000e+00   1.69600000e+01   8.48000000e+00   
730     1.60000000e+00   1.40000000e+00   1.79600000e+01   8.98000000e+00   
731     1.70000000e+00   1.40000000e+00   1.89600000e+01   9.48000000e+00   
732     1.80000000e+00   1.40000000e+00   1.99600000e+01   9.98000000e+00   
733     1.90000000e+00   1.40000000e+00   2.09600000e+01   1.04800000e+01   
734     2.00000000e+00   1.40000000e+00   2.19600000e+01   1.09800000e+01   
735     2.10000000e+00   1.40000000e+00   2.29600000e+01   1.14800000e+01   
736     2.20000000e+00   1.40000000e+00   2.39600000e+01   1.19800000e+01   
737     2.30000000e+00   1.40000000e+00   2.49600000e+01   1.24800000e+01   
738     2.40000000e+00   1.40000000e+00   2.59600000e+01   1.29800000e+01   
739     2.50000000e+00   1.40000000e+00   2.69600000e+01   1.34800000e+01   
740     2.60000000e+00   1.40000000e+00   2.79600000e+01   1.39800000e+01   
741     2.70000000e+00   1.40000000e+00   2.89600000e+01   1.44800000e+01   
742     2.80000000e+00   1.40000000e+00   2.99600000e+01   1.49800000e+01   
743     2.90000000e+00   1.40000000e+00   3.09600000e+01   1.54800000e+01   
744     3.00000000e+00   1.40000000e+00   3.19600000e+01   1.59800000e+01   
745     3.10000000e+00   1.40000000e+00   3.29600000e+01   1.64800000e+01   
746     3.20000000e+00   1.40000000e+00   3.39600000e+01   1.69800000e+01   
747     3.30000000e+00   1.40000000e+00   3.49600000e+01   1.74800000e+01   
748     3.40000000e+00   1.40000000e+00   3.59600000e+01   1.79800000e+01   
749     3.50000000e+00   1.40000000e+00   3.69600000e+01   1.84800000e+01   
750     3.60000000e+00   1.40000000e+00   3.79600000e+01   1.89800000e+01   
751     3.70000000e+00   1.40000000e+00   3.89600000e+01   1.94800000e+01   
752     3.80000000e+00   1.40000000e+00   3.99600000e+01   1.99800000e+01   
753     3.90000000e+00   1.40000000e+00   4.09600000e+01   2.04800000e+01   
754     4.00000000e+00   1.40000000e+00   4.19600000e+01   2.09800000e+01   
755     4.10000000e+00   1.40000000e+00   4.29600000e+01   2.14800000e+01   
756     4.20000000e+00   1.40000000e+00   4.39600000e+01   2.19800000e+01   
757     4.30000000e+00   1.40000000e+00   4.49600000e+01   2.24800000e+01   
758     4.40000000e+00   1.40000000e+00   4.59600000e+01   2.29800000e+01   
759     4.50000000e+00   1.40000000e+00   4.69600000e+01   2.34800000e+01   
760     4.60000000e+00   1.40000000e+00   4.79600000e+01   2.39800000e+01   
761     4.70000000e+00   1.40000000e+00   4.89600000e+01   2.44800000e+01   
762     4.80000000e+00   1.40000000e+00   4.99600000e+01   2.49800000e+01   
763     4.90000000e+00   1.40000000e+00   5.09600000e+01   2.54800000e+01   
764     5.00000000e+00   1.40000000e+00   5.19600000e+01   2.59800000e+01   
765     0.00000000e+00   1.50000000e+00   2.25000000e+00   1.12500000e+00   
766     1.00000000e-01   1.50000000e+00   3.25000000e+00   1.62500000e+00   
767     2.00000000e-01   1.50000000e+00   4.25000000e+00   2.12500000e+00   
768     3.00000000e-01   1.50000000e+00   5.25000000e+00   2.62500000e+00   
769     4.00000000e-01   1.50000000e+00   6.25000000e+00   3.12500000e+00   
770     5.00000000e-01   1.50000000e+00   7.25000000e+00   3.62500000e+00   
771     6.00000000e-01   1.50000000e+00   8.25000000e+00   4.12500000e+00   
772     7.00000000e-01   1.50000000e+00   9.25000000e+00   4.62500000e+00   
773     8.00000000e-01   1.50000000e+00   1.02500000e+01   5.12500000e+00   
774     9.00000000e-01   1.50000000e+00   1.12500000e+01   5.62500000e+00   
775     1.00000000e+00   1.50000000e+00   1.22500000e+01   6.12500000e+00   
776     1.10000000e+00   1.50000000e+00   1.32500000e+01   6.62500000e+00   
777     1.20000000e+00   1.50000000e+00   1.42500000e+01   7.12500000e+00   
778     1.30000000e+00   1.50000000e+00   1.52500000e+01   7.62500000e+00   
779     1.40000000e+00   1.50000000e+00   1.62500000e+01   8.12500000e+00   
780     1.50000000e+00   1.50000000e+00   1.72500000e+01   8.62500000e+00   
781     1.60000000e+00   1.50000000e+00   1.82500000e+01   9.12500000e+00   
782     1.70000000e+00   1.50000000e+00   1.92500000e+01   9.62500000e+00   
783     1.80000000e+00   1.50000000e+00   2.02500000e+01   1.01250000e+01   
784     1.90000000e+00   1.50000000e+00   2.12500000e+01   1.06250000e+01   
785     2.00000000e+00   1.50000000e+00   2.22500000e+01   1.11250000e+01   
786     2.10000000e+00   1.50000000e+00   2.32500000e+01   1.16250000e+01   
787     2.20000000e+00   1.50000000e+00   2.42500000e+01   1.21250000e+01   
788     2.30000000e+00   1.50000000e+00   2.52500000e+01   1.26250000e+01   
789     2.40000000e+00   1.50000000e+00   2.62500000e+01   1.31250000e+01   
790     2.50000000e+00   1.50000000e+00   2.72500000e+01   1.36250000e+01   
791     2.60000000e+00   1.50000000e+00   2.82500000e+01   1.41250000e+01   
792     2.70000000e+00   1.50000000e+00   2.92500000e+01   1.46250000e+01   
793     2.80000000e+00   1.50000000e+00   3.02500000e+01   1.51250000e+01   
794     2.90000000e+00   1.50000000e+00   3.12500000e+01   1.56250000e+01   
795     3.00000000e+00   1.50000000e+00   3.22500000e+01   1.61250000e+01   
796     3.10000000e+00   1.50000000e+00   3.32500000e+01   1.66250000e+01   
797     3.20000000e+00   1.50000000e+00   3.42500000e+01   1.71250000e+01   
798     3.30000000e+00   1.50000000e+00   3.52500000e+01   1.76250000e+01   
799     3.40000000e+00   1.50000000e+00   3.62500000e+01   1.81250000e+01   
800     3.50000000e+00   1.50000000e+00   3.72500000e+01   1.86250000e+01   
801     3.60000000e+00   1.50000000e+00   3.82500000e+01   1.91250000e+01   
802     3.70000000e+00   1.50000000e+00   3.92500000e+01   1.96250000e+01   
803     3.80000000e+00   1.50000000e+00   4.02500000e+01   2.01250000e+01   
804     3.90000000e+00   1.50000000e+00   4.12500000e+01   2.06250000e+01   
805     4.00000000e+00   1.50000000e+00   4.22500000e+01   2.11250000e+01   
806     4.10000000e+00   1.50000000e+00   4.32500000e+01   2.16250000e+01   
807     4.20000000e+00   1.50000000e+00   4.42500000e+01   2.21250000e+01   
808     4.30000000e+00   1.50000000e+00   4.52500000e+01   2.26250000e+01   
809     4.40000000e+00   1.50000000e+00   4.62500000e+01   2.31250000e+01   
810     4.50000000e+00   1.50000000e+00   4.72500000e+01   2.36250000e+01   
811     4.60000000e+00   1.50000000e+00   4.82500000e+01   2.41250000e+01   
812     4.70000000e+00   1.50000000e+00   4.92500000e+01   2.46250000e+01   
813     4.80000000e+00   1.50000000e+00   5.02500000e+01   2.51250000e+01   
814     4.90000000e+00   1.50000000e+00   5.12500000e+01   2.56250000e+01   
815     5.00000000e+00   1.50000000e+00   5.22500000e+01   2.61250000e+01   
816     0.00000000e+00   1.60000000e+00   2.56000000e+00   1.28000000e+00   
817     1.00000000e-01   1.60000000e+00   3.56000000e+00   1.78000000e+00   
818     2.00000000e-01   1.60000000e+00   4.56000000e+00   2.28000000e+00   
819     3.00000000e-01   1.60000000e+00   5.56000000e+00   2.78000000e+00   
820     4.00000000e-01   1.60000000e+00   6.56000000e+00   3.28000000e+00   
821     5.00000000e-01   1.60000000e+00   7.56000000e+00   3.78000000e+00   
822     6.00000000e-01   1.60000000e+00   8.56000000e+00   4.28000000e+00   
823     7.00000000e-01   1.60000000e+00   9.56000000e+00   4.78000000e+00   
824     8.00000000e-01   1.60000000e+00   1.05600000e+01   5.28000000e+00   
825     9.00000000e-01   1.60000000e+00   1.15600000e+01   5.78000000e+00   
826     1.00000000e+00   1.60000000e+00   1.25600000e+01   6.28000000e+00   
827     1.10000000e+00   1.60000000e+00   1.35600000e+01   6.78000000e+00   
828     1.20000000e+00   1.60000000e+00   1.45600000e+01   7.28000000e+00   
829     1.30000000e+00   1.60000000e+00   1.55600000e+01   7.78000000e+00   
830     1.40000000e+00   1.60000000e+00   1.65600000e+01   8.28000000e+00   
831     1.50000000e+00   1.60000000e+00   1.75600000e+01   8.78000000e+00   
832     1.60000000e+00   1.60000000e+00   1.85600000e+01   9.28000000e+00   
833     1.70000000e+00   1.60000000e+00   1.95600000e+01   9.78000000e+00   
834     1.80000000e+00   1.60000000e+00   2.05600000e+01   1.02800000e+01   
835     1.90000000e+00   1.60000000e+00   2.15600000e+01   1.07800000e+01   
836     2.00000000e+00   1.60000000e+00   2.25600000e+01   1.12800000e+01   
837     2.10000000e+00   1.60000000e+00   2.35600000e+01   1.17800000e+01   
838     2.20000000e+00   1.60000000e+00   2.45600000e+01   1.22800000e+01   
839     2.30000000e+00   1.60000000e+00   2.55600000e+01   1.27800000e+01   
840     2.40000000e+00   1.60000000e+00   2.65600000e+01   1.32800000e+01   
841     2.50000000e+00   1.60000000e+00   2.75600000e+01   1.37800000e+01   
842     2.60000000e+00   1.60000000e+00   2.85600000e+01   1.42800000e+01   
843     2.70000000e+00   1.60000000e+00   2.95600000e+01   1.47800000e+01   
844     2.80000000e+00   1.60000000e+00   3.05600000e+01   1.52800000e+01   
845     2.90000000e+00   1.60000000e+00   3.15600000e+01   1.57800000e+01   
846     3.00000000e+00   1.60000000e+00   3.25600000e+01   1.62800000e+01   
847     3.10000000e+00   1.60000000e+00   3.35600000e+01   1.67800000e+01   
848     3.20000000e+00   1.60000000e+00   3.45600000e+01   1.72800000e+01   
849     3.30000000e+00   1.60000000e+00   3.55600000e+01   1.77800000e+01   
850     3.40000000e+00   1.60000000e+00   3.65600000e+01   1.82800000e+01   
851     3.50000000e+00   1.60000000e+00   3.75600000e+01   1.87800000e+01   
852     3.60000000e+00   1.60000000e+00   3.85600000e+01   1.92800000e+01   
853     3.70000000e+00   1.60000000e+00   3.95600000e+01   1.97800000e+01   
854     3.80000000e+00   1.60000000e+00   4.05600000e+01   2.02800000e+01   
855     3.90000000e+00   1.60000000e+00   4.15600000e+01   2.07800000e+01   
856     4.00000000e+00   1.60000000e+00   4.25600000e+01   2.12800000e+01   
857     4.10000000e+00   1.60000000e+00   4.35600000e+01   2.17800000e+01   
858     4.20000000e+00   1.60000000e+00   4.45600000e+01   2.22800000e+01   
859     4.30000000e+00   1.60000000e+00   4.55600000e+01   2.27800000e+01   
860     4.40000000e+00   1.60000000e+00   4.65600000e+01   2.32800000e+01   
861     4.50000000e+00   1.60000000e+00   4.75600000e+01   2.37800000e+01   
862     4.60000000e+00   1.60000000e+00   4.85600000e+01   2.42800000e+01   
863     4.70000000e+00   1.60000000e+00   4.95600000e+01   2.47800000e+01   
864     4.80000000e+00   1.60000000e+00   5.05600000e+01   2.52800000e+01   
865     4.90000000e+00   1.60000000e+00   5.15600000e+01   2.57800000e+01   
866     5.00000000e+00   1.60000000e+00   5.25600000e+01   2.62800000e+01   
867     0.00000000e+00   1.70000000e+00   2.89000000e+00   1.44500000e+00   
868     1.00000000e-01   1.70000000e+00   3.89000000e+00   1.94500000e+00   
869     2.00000000e-01   1.70000000e+00   4.89000000e+00   2.44500000e+00   
870     3.00000000e-01   1.70000000e+00   5.89000000e+00   2.94500000e+00   
871     4.00000000e-01   1.70000000e+00   6.89000000e+00   3.44500000e+00   
872     5.00000000e-01   1.70000000e+00   7.89000000e+00   3.94500000e+00   
873     6.00000000e-01   1.70000000e+00   8.89000000e+00   4.44500000e+00   
874     7.00000000e-01   1.70000000e+00   9.89000000e+00   4.94500000e+00   
875     8.00000000e-01   1.70000000e+00   1.08900000e+01   5.44500000e+00   
876     9.00000000e-01   1.70000000e+00   1.18900000e+01   5.94500000e+00   
877     1.00000000e+00   1.70000000e+00   1.28900000e+01   6.44500000e+00   
878     1.10000000e+00   1.70000000e+00   1.38900000e+01   6.94500000e+00   
879     1.20000000e+00   1.70000000e+00   1.48900000e+01   7.44500000e+00   
880     1.30000000e+00   1.70000000e+00   1.58900000e+01   7.94500000e+00   
881     1.40000000e+00   1.70000000e+00   1.68900000e+01   8.44500000e+00   
882     1.50000000e+00   1.70000000e+00   1.78900000e+01   8.94500000e+00   
883     1.60000000e+00   1.70000000e+00   1.88900000e+01   9.44500000e+00   
884     1.70000000e+00   1.70000000e+00   1.98900000e+01   9.94500000e+00   
885     1.80000000e+00   1.70000000e+00   2.08900000e+01   1.04450000e+01   
886     1.90000000e+00   1.70000000e+00   2.18900000e+01   1.09450000e+01   
887     2.00000000e+00   1.70000000e+00   2.28900000e+01   1.14450000e+01   
888     2.10000000e+00   1.70000000e+00   2.38900000e+01   1.19450000e+01   
889     2.20000000e+00   1.70000000e+00   2.48900000e+01   1.24450000e+01   
890     2.30000000e+00   1.70000000e+00   2.58900000e+01   1.29450000e+01   
891     2.40000000e+00   1.70000000e+00   2.68900000e+01   1.34450000e+01   
892     2.50000000e+00   1.70000000e+00   2.78900000e+01   1.39450000e+01   
893     2.60000000e+00   1.70000000e+00   2.88900000e+01   1.44450000e+01   
894     2.70000000e+00   1.70000000e+00   2.98900000e+01   1.49450000e+01   
895     2.80000000e+00   1.70000000e+00   3.08900000e+01   1.54450000e+01   
896     2.90000000e+00   1.70000000e+00   3.18900000e+01   1.59450000e+01   
897     3.00000000e+00   1.70000000e+00   3.28900000e+01   1.64450000e+01   
898     3.10000000e+00   1.70000000e+00   3.38900000e+01   1.69450000e+01   
899     3.20000000e+00   1.70000000e+00   3.48900000e+01   1.74450000e+01   
900     3.30000000e+00   1.70000000e+00   3.58900000e+01   1.79450000e+01   
901     3.40000000e+00   1.70000000e+00   3.68900000e+01   1.84450000e+01   
902     3.50000000e+00   1.70000000e+00   3.78900000e+01   1.89450000e+01   
903     3.60000000e+00   1.70000000e+00   3.88900000e+01   1.94450000e+01   
904     3.70000000e+00   1.70000000e+00   3.98900000e+01   1.99450000e+01   
905     3.80000000e+00   1.70000000e+00   4.08900000e+01   2.04450000e+01   
906     3.90000000e+00   1.70000000e+00   4.18900000e+01   2.09450000e+01   
907     4.00000000e+00   1.70000000e+00   4.28900000e+01   2.14450000e+01   
908     4.10000000e+00   1.70000000e+00   4.38900000e+01   2.19450000e+01   
909     4.20000000e+00   1.70000000e+00   4.48900000e+01   2.24450000e+01   
910     4.30000000e+00   1.70000000e+00   4.58900000e+01   2.29450000e+01   
911     4.40000000e+00   1.70000000e+00   4.68900000e+01   2.34450000e+01   
912     4.50000000e+00   1.70000000e+00   4.78900000e+01   2.39450000e+01   
913     4.60000000e+00   1.70000000e+00   4.88900000e+01   2.44450000e+01   
914     4.70000000e+00   1.70000000e+00   4.98900000e+01   2.49450000e+01   
915     4.80000000e+00   1.70000000e+00   5.08900000e+01   2.54450000e+01   
916     4.90000000e+00   1.70000000e+00   5.18900000e+01   2.59450000e+01   
917     5.00000000e+00   1.70000000e+00   5.28900000e+01   2.64450000e+01   
918     0.00000000e+00   1.80000000e+00   3.24000000e+00   1.62000000e+00   
919     1.00000000e-01   1.80000000e+00   4.24000000e+00   2.12000000e+00   
920     2.00000000e-01   1.80000000e+00   5.24000000e+00   2.62000000e+00   
921     3.00000000e-01   1.80000000e+00   6.24000000e+00   3.12000000e+00   
922     4.00000000e-01   1.80000000e+00   7.24000000e+00   3.62000000e+00   
923     5.00000000e-01   1.80000000e+00   8.24000000e+00   4.12000000e+00   
924     6.00000000e-01   1.80000000e+00   9.24000000e+00   4.62000000e+00   
925     7.00000000e-01   1.80000000e+00   1.02400000e+01   5.12000000e+00   
926     8.00000000e-01   1.80000000e+00   1.12400000e+01   5.62000000e+00   
927     9.00000000e-01   1.80000000e+00   1.22400000e+01   6.12000000e+00   
928     1.00000000e+00   1.80000000e+00   1.32400000e+01   6.62000000e+00   
929     1.10000000e+00   1.80000000e+00   1.42400000e+01   7.12000000e+00   
930     1.20000000e+00   1.80000000e+00   1.52400000e+01   7.62000000e+00   
931     1.30000000e+00   1.80000000e+00   1.62400000e+01   8.12000000e+00   
932     1.40000000e+00   1.80000000e+00   1.72400000e+01   8.62000000e+00   
933     1.50000000e+00   1.80000000e+00   1.82400000e+01   9.12000000e+00   
934     1.60000000e+00   1.80000000e+00   1.92400000e+01   9.62000000e+00   
935     1.70000000e+00   1.80000000e+00   2.02400000e+01   1.01200000e+01   
936     1.80000000e+00   1.80000000e+00   2.12400000e+01   1.06200000e+01   
937     1.90000000e+00   1.80000000e+00   2.22400000e+01   1.11200000e+01   
938     2.00000000e+00   1.80000000e+00   2.32400000e+01   1.16200000e+01   
939     2.10000000e+00   1.80000000e+00   2.42400000e+01   1.21200000e+01   
940     2.20000000e+00   1.80000000e+00   2.52400000e+01   1.26200000e+01   
941     2.30000000e+00   1.80000000e+00   2.62400000e+01   1.31200000e+01   
942     2.40000000e+00   1.80000000e+00   2.72400000e+01   1.36200000e+01   
943     2.50000000e+00   1.80000000e+00   2.82400000e+01   1.41200000e+01   
944     2.60000000e+00   1.80000000e+00   2.92400000e+01   1.46200000e+01   
945     2.70000000e+00   1.80000000e+00   3.02400000e+01   1.51200000e+01   
946     2.80000000e+00   1.80000000e+00   3.12400000e+01   1.56200000e+01   
947     2.90000000e+00   1.80000000e+00   3.22400000e+01   1.61200000e+01   
948     3.00000000e+00   1.80000000e+00   3.32400000e+01   1.66200000e+01   
949     3.10000000e+00   1.80000000e+00   3.42400000e+01   1.71200000e+01   
950     3.20000000e+00   1.80000000e+00   3.52400000e+01   1.76200000e+01   
951     3.30000000e+00   1.80000000e+00   3.62400000e+01   1.81200000e+01   
952     3.40000000e+00   1.80000000e+00   3.72400000e+01   1.86200000e+01   
953     3.50000000e+00   1.80000000e+00   3.82400000e+01   1.91200000e+01   
954     3.60000000e+00   1.80000000e+00   3.92400000e+01   1.96200000e+01   
955     3.70000000e+00   1.80000000e+00   4.02400000e+01   2.01200000e+01   
956     3.80000000e+00   1.80000000e+00   4.12400000e+01   2.06200000e+01   
957     3.90000000e+00   1.80000000e+00   4.22400000e+01   2.11200000e+01   
958     4.00000000e+00   1.80000000e+00   4.32400000e+01   2.16200000e+01   
959     4.10000000e+00   1.80000000e+00   4.42400000e+01   2.21200000e+01   
960     4.20000000e+00   1.80000000e+00   4.52400000e+01   2.26200000e+01   
961     4.30000000e+00   1.80000000e+00   4.62400000e+01   2.31200000e+01   
962     4.40000000e+00   1.80000000e+00   4.72400000e+01   2.36200000e+01   
963     4.50000000e+00   1.80000000e+00   4.82400000e+01   2.41200000e+01   
964     4.60000000e+00   1.80000000e+00   4.92400000e+01   2.46200000e+01   
965     4.70000000e+00   1.80000000e+00   5.02400000e+01   2.51200000e+01   
966     4.80000000e+00   1.80000000e+00   5.12400000e+01   2.56200000e+01   
967     4.90000000e+00   1.80000000e+00   5.22400000e+01   2.61200000e+01   
968     5.00000000e+00   1.80000000e+00   5.32400000e+01   2.66200000e+01   
969     0.00000000e+00   1.90000000e+00   3.61000000e+00   1.80500000e+00   
970     1.00000000e-01   1.90000000e+00   4.61000000e+00   2.30500000e+00   
971     2.00000000e-01   1.90000000e+00   5.61000000e+00   2.80500000e+00   
972     3.00000000e-01   1.90000000e+00   6.61000000e+00   3.30500000e+00   
973     4.00000000e-01   1.90000000e+00   7.61000000e+00   3.80500000e+00   
974     5.00000000e-01   1.90000000e+00   8.61000000e+00   4.30500000e+00   
975     6.00000000e-01   1.90000000e+00   9.61000000e+00   4.80500000e+00   
976     7.00000000e-01   1.90000000e+00   1.06100000e+01   5.30500000e+00   
977     8.00000000e-01   1.90000000e+00   1.16100000e+01   5.80500000e+00   
978     9.00000000e-01   1.90000000e+00   1.26100000e+01   6.30500000e+00   
979     1.00000000e+00   1.90000000e+00   1.36100000e+01   6.80500000e+00   
980     1.10000000e+00   1.90000000e+00   1.46100000e+01   7.30500000e+00   
981     1.20000000e+00   1.90000000e+00   1.56100000e+01   7.80500000e+00   
982     1.30000000e+00   1.90000000e+00   1.66100000e+01   8.30500000e+00   
983     1.40000000e+00   1.90000000e+00   1.76100000e+01   8.80500000e+00   
984     1.50000000e+00   1.90000000e+00   1.86100000e+01   9.30500000e+00   
985     1.60000000e+00   1.90000000e+00   1.96100000e+01   9.80500000e+00   
986     1.70000000e+00   1.90000000e+00   2.06100000e+01   1.03050000e+01   
987     1.80000000e+00   1.90000000e+00   2.16100000e+01   1.08050000e+01   
988     1.90000000e+00   1.90000000e+00   2.26100000e+01   1.13050000e+01   
989     2.00000000e+00   1.90000000e+00   2.36100000e+01   1.18050000e+01   
990     2.10000000e+00   1.90000000e+00   2.46100000e+01   1.23050000e+01   
991     2.20000000e+00   1.90000000e+00   2.56100000e+01   1.28050000e+01   
992     2.30000000e+00   1.90000000e+00   2.66100000e+01   1.33050000e+01   
993     2.40000000e+00   1.90000000e+00   2.76100000e+01   1.38050000e+01   
994     2.50000000e+00   1.90000000e+00   2.86100000e+01   1.43050000e+01   
995     2.60000000e+00   1.90000000e+00   2.96100000e+01   1.48050000e+01   
996     2.70000000e+00   1.90000000e+00   3.06100000e+01   1.53050000e+01   
997     2.80000000e+00   1.90000000e+00   3.16100000e+01   1.58050000e+01   
998     2.90000000e+00   1.90000000e+00   3.26100000e+01   1.63050000e+01   
999     3.00000000e+00   1.90000000e+00   3.36100000e+01   1.68050000e+01   
1000    3.10000000e+00   1.90000000e+00   3.46100000e+01   1.73050000e+01   
1001    3.20000000e+00   1.90000000e+00   3.56100000e+01   1.78050000e+01   
1002    3.30000000e+00   1.90000000e+00   3.66100000e+01   1.83050000e+01   
1003    3.40000000e+00   1.90000000e+00   3.76100000e+01   1.88050000e+01   
1004    3.50000000e+00   1.90000000e+00   3.86100000e+01   1.93050000e+01   
1005    3.60000000e+00   1.90000000e+00   3.96100000e+01   1.98050000e+01   
1006    3.70000000e+00   1.90000000e+00   4.06100000e+01   2.03050000e+01   
1007    3.80000000e+00   1.90000000e+00   4.16100000e+01   2.08050000e+01   
1008    3.90000000e+00   1.90000000e+00   4.26100000e+01   2.13050000e+01   
1009    4.00000000e+00   1.90000000e+00   4.36100000e+01   2.18050000e+01   
1010    4.10000000e+00   1.90000000e+00   4.46100000e+01   2.23050000e+01   
1011    4.20000000e+00   1.90000000e+00   4.56100000e+01   2.28050000e+01   
