Index       TIME              V(A)              V(B)             V(A,B)            VR(A,B)           VI(A,B)           VM(A,B)          VDB(A,B)           VP(A,B)     
163      5.33948990e-05    1.00000000e+00    6.56394294e-01    3.43605706e-01    3.43605706e-01    0.00000000e+00    3.43605706e-01   -9.27879266e+00    0.00000000e+00
164      5.35274963e-05    1.00000000e+00    6.58098473e-01    3.41901527e-01    3.41901527e-01    0.00000000e+00    3.41901527e-01   -9.32197920e+00    0.00000000e+00
165      5.37926910e-05    1.00000000e+00    6.60536861e-01    3.39463139e-01    3.39463139e-01    0.00000000e+00    3.39463139e-01   -9.38414754e+00    0.00000000e+00
166      5.40578856e-05    1.00000000e+00    6.62281318e-01    3.37718682e-01    3.37718682e-01    0.00000000e+00    3.37718682e-01   -9.42889828e+00    0.00000000e+00
167      5.43230803e-05    1.00000000e+00    6.63529326e-01    3.36470674e-01    3.36470674e-01    0.00000000e+00    3.36470674e-01   -9.46105565e+00    0.00000000e+00
168      5.45882749e-05    1.00000000e+00    6.64422169e-01    3.35577831e-01    3.35577831e-01    0.00000000e+00    3.35577831e-01   -9.48413476e+00    0.00000000e+00
169      5.51186642e-05    1.00000000e+00    6.65416657e-01    3.34583343e-01    3.34583343e-01    0.00000000e+00    3.34583343e-01   -9.50991368e+00    0.00000000e+00
170      5.56490535e-05    1.00000000e+00    6.65970509e-01    3.34029491e-01    3.34029491e-01    0.00000000e+00    3.34029491e-01   -9.52430376e+00    0.00000000e+00
171      5.61794428e-05    1.00000000e+00    6.66278961e-01    3.33721039e-01    3.33721039e-01    0.00000000e+00    3.33721039e-01   -9.53232826e+00    0.00000000e+00
172      5.72402214e-05    1.00000000e+00    6.66517041e-01    3.33482959e-01    3.33482959e-01    0.00000000e+00    3.33482959e-01   -9.53852707e+00    0.00000000e+00
173      5.83010000e-05    1.00000000e+00    6.66608922e-01    3.33391078e-01    3.33391078e-01    0.00000000e+00    3.33391078e-01   -9.54092054e+00    0.00000000e+00
174      6.04225572e-05    1.00000000e+00    6.66652860e-01    3.33347140e-01    3.33347140e-01    0.00000000e+00    3.33347140e-01   -9.54206533e+00    0.00000000e+00
175      6.46656716e-05    1.00000000e+00    6.66664792e-01    3.33335208e-01    3.33335208e-01    0.00000000e+00    3.33335208e-01   -9.54237624e+00    0.00000000e+00
176      7.31519004e-05    1.00000000e+00    6.66666530e-01    3.33333470e-01    3.33333470e-01    0.00000000e+00    3.33333470e-01   -9.54242154e+00    0.00000000e+00
177      8.31519004e-05    1.00000000e+00    6.66666658e-01    3.33333342e-01    3.33333342e-01    0.00000000e+00    3.33333342e-01   -9.54242487e+00    0.00000000e+00
178      9.31519004e-05    1.00000000e+00    6.66666666e-01    3.33333334e-01    3.33333334e-01    0.00000000e+00    3.33333334e-01   -9.54242508e+00    0.00000000e+00
179      1.00000000e-04    1.00000000e+00    6.66666667e-01    3.33333333e-01    3.33333333e-01    0.00000000e+00    3.33333333e-01   -9.54242509e+00    0.00000000e+00
End of Xyce(TM) Simulation
