Index     V(DRAIN)           V(GATE)        {-I(VDRAIN)}   
0       -1.00000000e-01    0.00000000e+00   -5.44320719e-08
1       -9.90000000e-02    0.00000000e+00   -5.24787424e-08
2       -9.80000000e-02    0.00000000e+00   -5.05939064e-08
3       -9.70000000e-02    0.00000000e+00   -4.87752209e-08
4       -9.60000000e-02    0.00000000e+00   -4.70204205e-08
5       -9.50000000e-02    0.00000000e+00   -4.53273141e-08
6       -9.40000000e-02    0.00000000e+00   -4.36937832e-08
7       -9.30000000e-02    0.00000000e+00   -4.21177794e-08
8       -9.20000000e-02    0.00000000e+00   -4.05973221e-08
9       -9.10000000e-02    0.00000000e+00   -3.91304964e-08
10      -9.00000000e-02    0.00000000e+00   -3.77154513e-08
11      -8.90000000e-02    0.00000000e+00   -3.63503974e-08
12      -8.80000000e-02    0.00000000e+00   -3.50336047e-08
13      -8.70000000e-02    0.00000000e+00   -3.37634012e-08
14      -8.60000000e-02    0.00000000e+00   -3.25381709e-08
15      -8.50000000e-02    0.00000000e+00   -3.13563517e-08
16      -8.40000000e-02    0.00000000e+00   -3.02164340e-08
17      -8.30000000e-02    0.00000000e+00   -2.91169588e-08
18      -8.20000000e-02    0.00000000e+00   -2.80565163e-08
19      -8.10000000e-02    0.00000000e+00   -2.70337438e-08
20      -8.00000000e-02    0.00000000e+00   -2.60473249e-08
21      -7.90000000e-02    0.00000000e+00   -2.50959871e-08
22      -7.80000000e-02    0.00000000e+00   -2.41785013e-08
23      -7.70000000e-02    0.00000000e+00   -2.32936796e-08
24      -7.60000000e-02    0.00000000e+00   -2.24403743e-08
25      -7.50000000e-02    0.00000000e+00   -2.16174764e-08
26      -7.40000000e-02    0.00000000e+00   -2.08239147e-08
27      -7.30000000e-02    0.00000000e+00   -2.00586541e-08
28      -7.20000000e-02    0.00000000e+00   -1.93206943e-08
29      -7.10000000e-02    0.00000000e+00   -1.86090693e-08
30      -7.00000000e-02    0.00000000e+00   -1.79228455e-08
31      -6.90000000e-02    0.00000000e+00   -1.72611211e-08
32      -6.80000000e-02    0.00000000e+00   -1.66230247e-08
33      -6.70000000e-02    0.00000000e+00   -1.60077146e-08
34      -6.60000000e-02    0.00000000e+00   -1.54143775e-08
35      -6.50000000e-02    0.00000000e+00   -1.48422276e-08
36      -6.40000000e-02    0.00000000e+00   -1.42905057e-08
37      -6.30000000e-02    0.00000000e+00   -1.37584783e-08
38      -6.20000000e-02    0.00000000e+00   -1.32454367e-08
39      -6.10000000e-02    0.00000000e+00   -1.27506961e-08
40      -6.00000000e-02    0.00000000e+00   -1.22735947e-08
41      -5.90000000e-02    0.00000000e+00   -1.18134931e-08
42      -5.80000000e-02    0.00000000e+00   -1.13697734e-08
43      -5.70000000e-02    0.00000000e+00   -1.09418385e-08
44      -5.60000000e-02    0.00000000e+00   -1.05291113e-08
45      -5.50000000e-02    0.00000000e+00   -1.01310342e-08
46      -5.40000000e-02    0.00000000e+00   -9.74706792e-09
47      -5.30000000e-02    0.00000000e+00   -9.37669163e-09
48      -5.20000000e-02    0.00000000e+00   -9.01940172e-09
49      -5.10000000e-02    0.00000000e+00   -8.67471147e-09
50      -5.00000000e-02    0.00000000e+00   -8.34215040e-09
51      -4.90000000e-02    0.00000000e+00   -8.02126379e-09
