Index     V(DRAIN)           V(GATE)        {-I(VDRAIN)}   
0       -1.00000000e-01    0.00000000e+00   -5.36070200e-08
1       -9.90000000e-02    0.00000000e+00   -5.16856314e-08
2       -9.80000000e-02    0.00000000e+00   -4.98314645e-08
3       -9.70000000e-02    0.00000000e+00   -4.80422303e-08
4       -9.60000000e-02    0.00000000e+00   -4.63157146e-08
5       -9.50000000e-02    0.00000000e+00   -4.46497754e-08
6       -9.40000000e-02    0.00000000e+00   -4.30423410e-08
7       -9.30000000e-02    0.00000000e+00   -4.14914076e-08
8       -9.20000000e-02    0.00000000e+00   -3.99950372e-08
9       -9.10000000e-02    0.00000000e+00   -3.85513559e-08
10      -9.00000000e-02    0.00000000e+00   -3.71585515e-08
11      -8.90000000e-02    0.00000000e+00   -3.58148717e-08
12      -8.80000000e-02    0.00000000e+00   -3.45186222e-08
13      -8.70000000e-02    0.00000000e+00   -3.32681651e-08
14      -8.60000000e-02    0.00000000e+00   -3.20619167e-08
15      -8.50000000e-02    0.00000000e+00   -3.08983461e-08
16      -8.40000000e-02    0.00000000e+00   -2.97759734e-08
17      -8.30000000e-02    0.00000000e+00   -2.86933681e-08
18      -8.20000000e-02    0.00000000e+00   -2.76491476e-08
19      -8.10000000e-02    0.00000000e+00   -2.66419753e-08
20      -8.00000000e-02    0.00000000e+00   -2.56705597e-08
21      -7.90000000e-02    0.00000000e+00   -2.47336523e-08
22      -7.80000000e-02    0.00000000e+00   -2.38300467e-08
23      -7.70000000e-02    0.00000000e+00   -2.29585770e-08
24      -7.60000000e-02    0.00000000e+00   -2.21181165e-08
25      -7.50000000e-02    0.00000000e+00   -2.13075765e-08
26      -7.40000000e-02    0.00000000e+00   -2.05259048e-08
27      -7.30000000e-02    0.00000000e+00   -1.97720848e-08
28      -7.20000000e-02    0.00000000e+00   -1.90451342e-08
29      -7.10000000e-02    0.00000000e+00   -1.83441037e-08
30      -7.00000000e-02    0.00000000e+00   -1.76680762e-08
31      -6.90000000e-02    0.00000000e+00   -1.70161654e-08
32      -6.80000000e-02    0.00000000e+00   -1.63875149e-08
33      -6.70000000e-02    0.00000000e+00   -1.57812975e-08
34      -6.60000000e-02    0.00000000e+00   -1.51967136e-08
35      -6.50000000e-02    0.00000000e+00   -1.46329906e-08
36      -6.40000000e-02    0.00000000e+00   -1.40893822e-08
37      -6.30000000e-02    0.00000000e+00   -1.35651669e-08
38      -6.20000000e-02    0.00000000e+00   -1.30596478e-08
39      -6.10000000e-02    0.00000000e+00   -1.25721513e-08
40      -6.00000000e-02    0.00000000e+00   -1.21020265e-08
41      -5.90000000e-02    0.00000000e+00   -1.16486443e-08
42      -5.80000000e-02    0.00000000e+00   -1.12113968e-08
43      -5.70000000e-02    0.00000000e+00   -1.07896963e-08
44      -5.60000000e-02    0.00000000e+00   -1.03829749e-08
45      -5.50000000e-02    0.00000000e+00   -9.99068374e-09
46      -5.40000000e-02    0.00000000e+00   -9.61229210e-09
